Fee_pct,LiquidFrac_pct,Alice_coll_weekly_$,Bob_coll_weekly_$,Coll_gap_pct,Charlie_lev_weekly_$,Dave_lev_weekly_$,Lev_gap_pct
0.000000000000000000,37.500000000000000000,1015.933185404339140925,1112.179487179487025480,8.653846153846151048,695.112179487179389815,1112.179487179487025484,37.500000000000000100
1.000000000000000000,37.500000000000000000,1018.591358174844607047,1105.268237976172813562,7.842157842157839342,697.770352257684855933,1105.268237976172813566,36.868686868686868787
2.000000000000000000,37.500000000000000000,1021.269939181591957745,1098.303927358629701746,7.013904462884051888,700.448933264432206628,1098.303927358629701750,36.224489795918367448
5.000000000000000000,37.500000000000000000,1029.430509277876604826,1077.086445108289619336,4.424522845575474265,708.609503360716853695,1077.086445108289619340,34.210526315789473789
8.000000000000000000,37.500000000000000000,1037.783470024761282879,1055.368747166389456399,1.666268514094598103,716.962464107601531735,1055.368747166389456403,32.065217391304347934
10.000000000000000000,37.500000000000000000,1043.462380631554166308,1040.603579588727959483,0.000000000000000000,722.641374714394415154,1040.603579588727959487,30.555555555555555666
15.000000000000000000,37.500000000000000000,1058.061196282350013102,1002.646658896658757819,0.000000000000000000,737.240190365190261925,1002.646658896658757823,26.470588235294117764
18.000000000000000000,37.500000000000000000,1067.107088188671366023,979.127339940223240223,0.000000000000000000,746.286082271511614832,979.127339940223240227,23.780487804878048902
20.000000000000000000,37.500000000000000000,1073.262024949673523681,963.124504361617630312,0.000000000000000000,752.441019032513772481,963.124504361617630316,21.875000000000000124
25.000000000000000000,37.500000000000000000,1089.102888508252761022,921.938259109311613227,0.000000000000000000,768.281882591093009796,921.938259109311613231,16.666666666666666800
