Fee_pct,Week,Alice_haXXX_eq,Bob_haXXX_eq,Charlie_haXXX_eq,Dave_haXXX_eq
0.000000000000000000,0.000000000000000000,99.999999999999999999,100.000000000000000000,99.999999999999999900,100.000000000000000000
0.000000000000000000,1.000000000000000000,100.231370192307692270,100.254807692307692252,100.159254807692307558,100.254807692307692252
0.000000000000000000,2.000000000000000000,100.491633796184520502,100.514960528607946745,100.419331154726702573,100.514960528607946717
0.000000000000000000,3.000000000000000000,100.757375508338911262,100.780392465058042572,100.684881668599122423,100.780392465058042596
0.000000000000000000,4.000000000000000000,101.028673629085458451,101.051152040185433398,100.955984593287933065,101.051152040185433397
0.000000000000000000,5.000000000000000000,101.300632196113444975,101.322362972192101996,101.227747489074241062,101.322362972192102026
0.000000000000000000,6.000000000000000000,101.573252566543812668,101.594026085571732191,101.500171712102554314,101.594026085571732188
0.000000000000000000,7.000000000000000000,101.846536099651002910,101.866142206631664440,101.773258620669331097,101.866142206631664462
0.000000000000000000,8.000000000000000000,102.120484156866203536,102.138712163496831099,102.047009575226224170,102.138712163496831114
0.000000000000000000,9.000000000000000000,102.395098101780608681,102.411736786113695643,102.321425938383338597,102.411736786113695636
0.000000000000000000,10.000000000000000000,102.670379300148691209,102.685216906254195441,102.596509074912501730,102.685216906254195427
0.000000000000000000,11.000000000000000000,102.946329119891489314,102.959153357519689614,102.872260351750547443,102.959153357519689648
0.000000000000000000,12.000000000000000000,103.222948931099905597,103.233546975344910231,103.148681138002612646,103.233546975344910235
10.000000000000000000,0.000000000000000000,99.999999999999999999,90.000000000000000000,99.999999999999999900,90.000000000000000000
10.000000000000000000,1.000000000000000000,100.237677313404417325,90.238409177456207107,100.165561928789032614,90.238409177456207107
10.000000000000000000,2.000000000000000000,100.506926232515342240,90.480617100260696127,100.434617138409879755,90.480617100260696136
10.000000000000000000,3.000000000000000000,100.781858440324768397,90.727732344281960563,100.709351547921891805,90.727732344281960550
10.000000000000000000,4.000000000000000000,101.062555880912431663,90.979799658510490062,100.989847042450637084,90.979799658510490037
10.000000000000000000,5.000000000000000000,101.343951113789026381,91.232276907354260589,101.271039827245914268,91.232276907354260623
10.000000000000000000,6.000000000000000000,101.626045568115882081,91.485164837833531184,101.552931330440851343,91.485164837833531208
10.000000000000000000,7.000000000000000000,101.908840675216263844,91.738464198682831064,101.835522982328956651,91.738464198682831048
10.000000000000000000,8.000000000000000000,102.192337868578661021,91.992175740354667782,102.118816215367405116,91.992175740354667792
10.000000000000000000,9.000000000000000000,102.476538583860092752,92.246300215023238184,102.402812464180341063,92.246300215023238161
10.000000000000000000,10.000000000000000000,102.761444258889428485,92.500838376588140513,102.687513165562196891,92.500838376588140526
10.000000000000000000,11.000000000000000000,103.047056333670726483,92.755790980678090272,102.972919758481028616,92.755790980678090281
10.000000000000000000,12.000000000000000000,103.333376250386587699,93.011158784654637462,103.259033684081867785,93.011158784654637480
