Collateral Ratio,Leveraged Ratio,Pegged NAV,Leveraged NAV,Collateral NAV
0.000200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.000200000000000000,0.000000000000000000,0.200000000000000000
0.002200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.002200000000000000,0.000000000000000000,2.200000000000000000
0.004200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.004200000000000000,0.000000000000000000,4.200000000000000000
0.006200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.006200000000000000,0.000000000000000000,6.200000000000000000
0.008200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.008200000000000000,0.000000000000000000,8.200000000000000000
0.010200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.010200000000000000,0.000000000000000000,10.200000000000000000
0.012200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.012200000000000000,0.000000000000000000,12.200000000000000000
0.014200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.014200000000000000,0.000000000000000000,14.200000000000000000
0.016200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.016200000000000000,0.000000000000000000,16.200000000000000000
0.018200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.018200000000000000,0.000000000000000000,18.200000000000000000
0.020200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.020200000000000000,0.000000000000000000,20.200000000000000000
0.022200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.022200000000000000,0.000000000000000000,22.200000000000000000
0.024200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.024200000000000000,0.000000000000000000,24.200000000000000000
0.026200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.026200000000000000,0.000000000000000000,26.200000000000000000
0.028200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.028200000000000000,0.000000000000000000,28.200000000000000000
0.030200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.030200000000000000,0.000000000000000000,30.200000000000000000
0.032200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.032200000000000000,0.000000000000000000,32.200000000000000000
0.034200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.034200000000000000,0.000000000000000000,34.200000000000000000
0.036200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.036200000000000000,0.000000000000000000,36.200000000000000000
0.038200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.038200000000000000,0.000000000000000000,38.200000000000000000
0.040200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.040200000000000000,0.000000000000000000,40.200000000000000000
0.042200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.042200000000000000,0.000000000000000000,42.200000000000000000
0.044200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.044200000000000000,0.000000000000000000,44.200000000000000000
0.046200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.046200000000000000,0.000000000000000000,46.200000000000000000
0.048200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.048200000000000000,0.000000000000000000,48.200000000000000000
0.050200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.050200000000000000,0.000000000000000000,50.200000000000000000
0.052200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.052200000000000000,0.000000000000000000,52.200000000000000000
0.054200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.054200000000000000,0.000000000000000000,54.200000000000000000
0.056200000000000000,115792089237316195423570985008687907853269984665640564039457.584007913129639935,0.056200000000000000,0.000000000000000000,56.200000000000000000
