Pool,BreakEven_fee_pct,Horizon_weeks,PriceDrop_pct,Lev_pct,APR_pct
Coll,0.0000000000000017,12.000000000000000000,10.000000000000000000,25.000000000000000000,10.000000000000000000
Lev,0.0000000000000060,12.000000000000000000,10.000000000000000000,25.000000000000000000,10.000000000000000000
