current CR,before CR,after CR,before minter pegged,after minter pegged,before SPCollateral pegged,after SPCollateral pegged,before SPLeveraged pegged,after SPLeveraged pegged
0.002000000000000000,0.002000000000000000,1.300000000000000000,20000.000000000000000000,30.769230769230769230,0.000000000000000000,0.000000000000000000,20000.000000000000000000,30.769230769230769230
0.004000000000000000,0.004000000000000000,1.300000000000000000,20000.000000000000000000,61.538461538461538461,0.000000000000000000,0.000000000000000000,20000.000000000000000000,61.538461538461538461
0.006000000000000000,0.006000000000000000,1.300000000000000000,20000.000000000000000000,92.307692307692307692,0.000000000000000000,0.000000000000000000,20000.000000000000000000,92.307692307692307692
0.008000000000000000,0.008000000000000000,1.300000000000000000,20000.000000000000000000,123.076923076923076923,0.000000000000000000,0.000000000000000000,20000.000000000000000000,123.076923076923076923
0.010000000000000000,0.010000000000000000,1.300000000000000000,20000.000000000000000000,153.846153846153846153,0.000000000000000000,0.000000000000000000,20000.000000000000000000,153.846153846153846153
0.012000000000000000,0.012000000000000000,1.300000000000000000,20000.000000000000000000,184.615384615384615384,0.000000000000000000,0.000000000000000000,20000.000000000000000000,184.615384615384615384
0.014000000000000000,0.014000000000000000,1.300000000000000000,20000.000000000000000000,215.384615384615384615,0.000000000000000000,0.000000000000000000,20000.000000000000000000,215.384615384615384615
0.016000000000000000,0.016000000000000000,1.300000000000000000,20000.000000000000000000,246.153846153846153846,0.000000000000000000,0.000000000000000000,20000.000000000000000000,246.153846153846153846
0.018000000000000000,0.018000000000000000,1.300000000000000000,20000.000000000000000000,276.923076923076923076,0.000000000000000000,0.000000000000000000,20000.000000000000000000,276.923076923076923076
0.020000000000000000,0.020000000000000000,1.300000000000000000,20000.000000000000000000,307.692307692307692307,0.000000000000000000,0.000000000000000000,20000.000000000000000000,307.692307692307692307
0.022000000000000000,0.022000000000000000,1.300000000000000000,20000.000000000000000000,338.461538461538461538,0.000000000000000000,0.000000000000000000,20000.000000000000000000,338.461538461538461538
0.024000000000000000,0.024000000000000000,1.300000000000000000,20000.000000000000000000,369.230769230769230769,0.000000000000000000,0.000000000000000000,20000.000000000000000000,369.230769230769230769
0.026000000000000000,0.026000000000000000,1.300000000000000000,20000.000000000000000000,400.000000000000000000,0.000000000000000000,0.000000000000000000,20000.000000000000000000,400.000000000000000000
0.028000000000000000,0.028000000000000000,1.300000000000000000,20000.000000000000000000,430.769230769230769230,0.000000000000000000,0.000000000000000000,20000.000000000000000000,430.769230769230769230
0.030000000000000000,0.030000000000000000,1.300000000000000000,20000.000000000000000000,461.538461538461538461,0.000000000000000000,0.000000000000000000,20000.000000000000000000,461.538461538461538461
0.032000000000000000,0.032000000000000000,1.300000000000000000,20000.000000000000000000,492.307692307692307692,0.000000000000000000,0.000000000000000000,20000.000000000000000000,492.307692307692307692
0.034000000000000000,0.034000000000000000,1.300000000000000000,20000.000000000000000000,523.076923076923076923,0.000000000000000000,0.000000000000000000,20000.000000000000000000,523.076923076923076923
0.036000000000000000,0.036000000000000000,1.300000000000000000,20000.000000000000000000,553.846153846153846153,0.000000000000000000,0.000000000000000000,20000.000000000000000000,553.846153846153846153
0.038000000000000000,0.038000000000000000,1.300000000000000000,20000.000000000000000000,584.615384615384615384,0.000000000000000000,0.000000000000000000,20000.000000000000000000,584.615384615384615384
0.040000000000000000,0.040000000000000000,1.300000000000000000,20000.000000000000000000,615.384615384615384615,0.000000000000000000,0.000000000000000000,20000.000000000000000000,615.384615384615384615
0.042000000000000000,0.042000000000000000,1.300000000000000000,20000.000000000000000000,646.153846153846153846,0.000000000000000000,0.000000000000000000,20000.000000000000000000,646.153846153846153846
0.044000000000000000,0.044000000000000000,1.300000000000000000,20000.000000000000000000,676.923076923076923076,0.000000000000000000,0.000000000000000000,20000.000000000000000000,676.923076923076923076
0.046000000000000000,0.046000000000000000,1.300000000000000000,20000.000000000000000000,707.692307692307692307,0.000000000000000000,0.000000000000000000,20000.000000000000000000,707.692307692307692307
0.048000000000000000,0.048000000000000000,1.300000000000000000,20000.000000000000000000,738.461538461538461538,0.000000000000000000,0.000000000000000000,20000.000000000000000000,738.461538461538461538
0.050000000000000000,0.050000000000000000,1.300000000000000000,20000.000000000000000000,769.230769230769230769,0.000000000000000000,0.000000000000000000,20000.000000000000000000,769.230769230769230769
0.052000000000000000,0.052000000000000000,1.300000000000000000,20000.000000000000000000,800.000000000000000000,0.000000000000000000,0.000000000000000000,20000.000000000000000000,800.000000000000000000
0.054000000000000000,0.054000000000000000,1.300000000000000000,20000.000000000000000000,830.769230769230769230,0.000000000000000000,0.000000000000000000,20000.000000000000000000,830.769230769230769230
0.056000000000000000,0.056000000000000000,1.300000000000000000,20000.000000000000000000,861.538461538461538461,0.000000000000000000,0.000000000000000000,20000.000000000000000000,861.538461538461538461
0.058000000000000000,0.058000000000000000,1.300000000000000000,20000.000000000000000000,892.307692307692307692,0.000000000000000000,0.000000000000000000,20000.000000000000000000,892.307692307692307692
0.060000000000000000,0.060000000000000000,1.300000000000000000,20000.000000000000000000,923.076923076923076923,0.000000000000000000,0.000000000000000000,20000.000000000000000000,923.076923076923076923
0.062000000000000000,0.062000000000000000,1.300000000000000000,20000.000000000000000000,953.846153846153846153,0.000000000000000000,0.000000000000000000,20000.000000000000000000,953.846153846153846153
0.064000000000000000,0.064000000000000000,1.300000000000000000,20000.000000000000000000,984.615384615384615384,0.000000000000000000,0.000000000000000000,20000.000000000000000000,984.615384615384615384
0.066000000000000000,0.066000000000000000,1.300000000000000000,20000.000000000000000000,1015.384615384615384615,0.000000000000000000,0.000000000000000000,20000.000000000000000000,1015.384615384615384615
