current CR,before CR,after CR,before minter pegged,after minter pegged,before SPCollateral pegged,after SPCollateral pegged,before SPLeveraged pegged,after SPLeveraged pegged
0.700000000000000000,0.700000000000000000,1.300000000000000000,20000.000000000000000000,7368.421052631578950769,8000.000000000000000000,1684.210526315789480000,8000.000000000000000000,1684.210526315789470769
0.702000000000000000,0.702000000000000000,1.300000000000000000,20000.000000000000000000,7397.260273972602745200,8000.000000000000000000,1698.630136986301380000,8000.000000000000000000,1698.630136986301365200
0.704000000000000000,0.704000000000000000,1.300000000000000000,20000.000000000000000000,7426.160337552742622522,8000.000000000000000000,1713.080168776371320000,8000.000000000000000000,1713.080168776371302522
0.706000000000000000,0.706000000000000000,1.300000000000000000,20000.000000000000000000,7455.121436114044353138,8000.000000000000000000,1727.560718057022180000,8000.000000000000000000,1727.560718057022173138
0.708000000000000000,0.708000000000000000,1.300000000000000000,20000.000000000000000000,7484.143763213530662092,8000.000000000000000000,1742.071881606765340000,8000.000000000000000000,1742.071881606765322092
0.710000000000000000,0.710000000000000000,1.300000000000000000,20000.000000000000000000,7513.227513227513230923,8000.000000000000000000,1756.613756613756620000,8000.000000000000000000,1756.613756613756610923
0.712000000000000000,0.712000000000000000,1.300000000000000000,20000.000000000000000000,7542.372881355932213414,8000.000000000000000000,1771.186440677966120000,8000.000000000000000000,1771.186440677966093414
0.714000000000000000,0.714000000000000000,1.300000000000000000,20000.000000000000000000,7571.580063626723228214,8000.000000000000000000,1785.790031813361620000,8000.000000000000000000,1785.790031813361608214
0.716000000000000000,0.716000000000000000,1.300000000000000000,20000.000000000000000000,7600.849256900212315815,8000.000000000000000000,1800.424628450106160000,8000.000000000000000000,1800.424628450106155815
0.718000000000000000,0.718000000000000000,1.300000000000000000,20000.000000000000000000,7630.180658873538791692,8000.000000000000000000,1815.090329436769400000,8000.000000000000000000,1815.090329436769391692
0.720000000000000000,0.720000000000000000,1.300000000000000000,20000.000000000000000000,7659.574468085106387691,8000.000000000000000000,1829.787234042553200000,8000.000000000000000000,1829.787234042553187691
0.722000000000000000,0.722000000000000000,1.300000000000000000,20000.000000000000000000,7689.030883919062834799,8000.000000000000000000,1844.515441959531420000,8000.000000000000000000,1844.515441959531414799
0.724000000000000000,0.724000000000000000,1.300000000000000000,20000.000000000000000000,7718.550106609808107261,8000.000000000000000000,1859.275053304904060000,8000.000000000000000000,1859.275053304904047261
0.726000000000000000,0.726000000000000000,1.300000000000000000,20000.000000000000000000,7748.132337246531493661,8000.000000000000000000,1874.066168623265760000,8000.000000000000000000,1874.066168623265733661
0.728000000000000000,0.728000000000000000,1.300000000000000000,20000.000000000000000000,7777.777777777777784000,8000.000000000000000000,1888.888888888888900000,8000.000000000000000000,1888.888888888888884000
0.730000000000000000,0.730000000000000000,1.300000000000000000,20000.000000000000000000,7807.486631016042786153,8000.000000000000000000,1903.743315508021400000,8000.000000000000000000,1903.743315508021386153
0.732000000000000000,0.732000000000000000,1.300000000000000000,20000.000000000000000000,7837.259100642398296245,8000.000000000000000000,1918.629550321199160000,8000.000000000000000000,1918.629550321199136245
0.734000000000000000,0.734000000000000000,1.300000000000000000,20000.000000000000000000,7867.095391211146838676,8000.000000000000000000,1933.547695605573420000,8000.000000000000000000,1933.547695605573418676
0.736000000000000000,0.736000000000000000,1.300000000000000000,20000.000000000000000000,7896.995708154506438399,8000.000000000000000000,1948.497854077253220000,8000.000000000000000000,1948.497854077253218399
0.738000000000000000,0.738000000000000000,1.300000000000000000,20000.000000000000000000,7926.960257787325463168,8000.000000000000000000,1963.480128893662740000,8000.000000000000000000,1963.480128893662723168
0.740000000000000000,0.740000000000000000,1.300000000000000000,20000.000000000000000000,7956.989247311827957845,8000.000000000000000000,1978.494623655913980000,8000.000000000000000000,1978.494623655913977845
0.742000000000000000,0.742000000000000000,1.300000000000000000,20000.000000000000000000,7987.082884822389670215,8000.000000000000000000,1993.541442411194840000,8000.000000000000000000,1993.541442411194830215
0.744000000000000000,0.744000000000000000,1.300000000000000000,20000.000000000000000000,8017.241379310344831138,8000.000000000000000000,2008.620689655172420000,8000.000000000000000000,2008.620689655172411138
0.746000000000000000,0.746000000000000000,1.300000000000000000,20000.000000000000000000,8047.464940668824174307,8000.000000000000000000,2023.732470334412100000,8000.000000000000000000,2023.732470334412074307
0.748000000000000000,0.748000000000000000,1.300000000000000000,20000.000000000000000000,8077.753779697624192922,8000.000000000000000000,2038.876889848812100000,8000.000000000000000000,2038.876889848812092922
0.750000000000000000,0.750000000000000000,1.300000000000000000,20000.000000000000000000,8108.108108108108111538,8000.000000000000000000,2054.054054054054060000,8000.000000000000000000,2054.054054054054051538
0.752000000000000000,0.752000000000000000,1.300000000000000000,20000.000000000000000000,8138.528138528138537353,8000.000000000000000000,2069.264069264069280000,8000.000000000000000000,2069.264069264069257353
0.754000000000000000,0.754000000000000000,1.300000000000000000,20000.000000000000000000,8169.014084507042261200,8000.000000000000000000,2084.507042253521140000,8000.000000000000000000,2084.507042253521121200
0.756000000000000000,0.756000000000000000,1.300000000000000000,20000.000000000000000000,8199.566160520607382460,8000.000000000000000000,2099.783080260303700000,8000.000000000000000000,2099.783080260303682460
0.758000000000000000,0.758000000000000000,1.300000000000000000,20000.000000000000000000,8230.184581976112920522,8000.000000000000000000,2115.092290988056460000,8000.000000000000000000,2115.092290988056460522
0.760000000000000000,0.760000000000000000,1.300000000000000000,20000.000000000000000000,8260.869565217391308922,8000.000000000000000000,2130.434782608695660000,8000.000000000000000000,2130.434782608695648922
0.762000000000000000,0.762000000000000000,1.300000000000000000,20000.000000000000000000,8291.621327529923833107,8000.000000000000000000,2145.810663764961920000,8000.000000000000000000,2145.810663764961913107
0.764000000000000000,0.764000000000000000,1.300000000000000000,20000.000000000000000000,8322.440087145969505107,8000.000000000000000000,2161.220043572984760000,8000.000000000000000000,2161.220043572984745107
0.766000000000000000,0.766000000000000000,1.300000000000000000,20000.000000000000000000,8353.326063249727380153,8000.000000000000000000,2176.663031624863700000,8000.000000000000000000,2176.663031624863680153
0.768000000000000000,0.768000000000000000,1.300000000000000000,20000.000000000000000000,8384.279475982532753722,8000.000000000000000000,2192.139737991266380000,8000.000000000000000000,2192.139737991266373722
